REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
418277;00000000418277;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;Administradora de Benefícios;RUA DOUTOR CARVALHO DE MENDONÇA;238;CONJUNTO 66;VILA BELMIRO;Santos;SP;11070101;13;33275089;33275089;INDEPENDENCIA@ADMINDEPENDENCIA.COM.BR;JOÃO BOLZAN NETO;REPRESENTANTE LEGAL;6;10/11/2011
329282;00000000329282;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;Autogestão;AVENIDA REPÚBLICA DO CHILE;230;SALAS 2401 A 2501;CENTRO;Rio de Janeiro;RJ;20031919;24;33578835;33578830;codep-planomedico@inb.gov.br;ANDRÉ LUIZ LEITE;GERENTE DE RECURSOS HUMANOS;4;28/12/1998
423564;00000000423564;INFINITY SAÚDE SUPLEMENTAR LTDA;INFINITY ;Medicina de Grupo;AVENIDA BRASIL;2174;SALA 02;CENTRO-NORTE;Sorriso;MT;78890125;66;999427568;;infinityplanodesaude@gmail.com;GUILHERME PYRAMIDES BARBOSA;ADMINISTRADOR;;03/04/2023
423572;00000000423572;INNOVA PLANO DE SAUDE LTDA;INNOVA PLANO DE SAUDE;Medicina de Grupo;AVENIDA SETE DE SETEMBRO ;2153;;NOSSA SENHORA DAS GRAÇAS;Porto Velho;RO;76804123;;;;juridico@innovaplanodesaude.com.br;RODRIGO BARBOSA VILHENA;REPRESENTANTE LEGAL;;12/04/2023
420301;00000000420301;INOVA ADMINISTRADORA DE BENEFÍCIOS LTDA ME;HUBCARE ADMNISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;AVENIDA RIO BRANCO;404;SALA 602, BLOCO II;CENTRO;Florianópolis;SC;88015200;;;;ricardo.deeke@hubcare.adm.br;RICARDO TIAGO DEEKE;SóCIO ADMINISTRADOR;4;01/12/2016
419427;00000000419427;INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM;IBCM;Autogestão;RUA BARãO DO TRIUNFO;175;;MENINO DEUS;Porto Alegre;RS;90130101;51;32305561;;planejamento_ans@ibcm.org.br;ALCEU BOSI;DIRETOR VICE-PRESIDENTE;4;14/07/2014
419010;00000000419010;INSTITUTO CURITIBA DE SAÚDE;INSTITUTO CURITIBA DE SAÚDE - ICS;Autogestão;AVENIDA MARECHAL FLORIANO PEIXOTO;1895;;REBOUçAS;Curitiba;PR;80230110;41;33306049;33306090;ics@ics.curitiba.pr.gov.br;MARINA BUENO;DIRETORA PRESIDENTE;4;06/09/2013
414981;00000000414981;INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA.;IOMA;Odontologia de Grupo;RUA GENESIO REGO;211;;MONTE CASTELO;São Luís;MA;65030650;98;32312101;32310044;ioma@elo.com.br;WELLINGTON JOSE ALVES NUNES;DIR TEC SAUDE E ADMINISTRATIVO;6;29/10/2004
415260;00000000415260;INSTITUTO DE SAÚDE ODONTOLÓGICA - ISODONT LTDA;ISODONT;Odontologia de Grupo;AVENIDA ERNANI DO AMARAL PEIXOTO;36;COMPLEMENTO 1301;CENTRO;Niterói;RJ;24020074;21;22200175;;isodont@isodont.com.br;RICARDO MAURICIO DUTRA;SÓCIO ADMINISTRADOR;6;03/10/2005
424439;00000000424439;INTEGRA ADMINISTRADORA DE BENEFICIOS LTDA;INTEGRA ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;R V N8;430;QUADRA 11 LOTE 13 SALA 02;RES BRISAS DO CERRADO;Aparecida de Goiânia;GO;74890764;62;81184749;;alexandre@barbieri.inf.br;ALEXANDRE ROGINA BARBIERI;REPRESENTANTE LEGAL;;29/04/2025
423173;00000000423173;INTEGRA ASSISTENCIA MEDICA SA;BLUE COMPANY;Medicina de Grupo;Avenida das Nações Unidas ,;14401;19 andar - Torre Paineira, Condomínio Pa;Chácara Santo Antônio;São Paulo;SP;4794000;;40032628;;pertrelly@saudeblue.com;IZAIAS PERTRELLY ALMEIDA DOS SANTOS;Sócio administrador;;25/02/2022
418340;00000000418340;INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.;INTEGRAL CONVÊNIO ODONTOLÓGICO;Odontologia de Grupo;RUA CONSELHEIRO SARAIVA;522;;VILA TIBÉRIO;Ribeirão Preto;SP;14050410;;;;administracao@integraldental.com.br;RICARDO NEGRÃO LUTTI;SÓCIO DIRETOR;5;21/12/2011
359394;00000000359394;INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA.;INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.;Odontologia de Grupo;RUA SANTOS DUMONT;766;;VILA TIBÉRIO;Ribeirão Preto;SP;14050060;16;21027877;;administracao@integraldental.com.br;ANTONIO LUIZ DE OLIVEIRA;SÓCIO GERENTE;6;21/12/1998
423939;00000000423939;INTEGRALCARE PLANOS DE SAUDE LTDA;INTEGRALCARE PLANOS DE SAUDE;Medicina de Grupo;AV MANOEL DIAS DA SILVA;737;EDIF MULTI 1 ANDAR SALA 2A;PITUBA;Salvador;BA;41830000;71;991084561;;flavio.freitas83@gmail.com;FLÁVIO FREITAS DE OLIVEIRA;Sócio administrador;;09/04/2024
417998;00000000417998;INTERBRASIL ADMINISTRADORA DE BENEFICIOS  DE SAUDE LTDA;INTERBRASIL SAÚDE;Administradora de Benefícios;Avenida dos Autonomistas ;896;Anexo 900, Torre Santorini, Conj 1211;VILA YARA;Osasco;SP;6020012;85;30382168;;ans@interbrasilsaude.com.br;ANDREA OLIVEIRA DA COSTA ALMEIDA;REPRESENTANTE;4;20/04/2011
420841;00000000420841;INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA;;Medicina de Grupo;RUA DOM JOÃO MARIA OGNO;595;1º ANDAR;VILA MATILDE;São Paulo;SP;3530050;11;39957301;;paulogiorgini@hotmail.com;PAULO GIORGINI;SÓCIO ADMINISTRADOR;4;27/03/2017
312282;00000000312282;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;INTERMEDICI PIRACICABA;Medicina de Grupo;RUA TORQUATO DA SILVA LEITÃO;605;;SÃO DIMAS;Piracicaba;SP;13416215;19;34373770;34373770;leandro.duraes@intermedici.com.br;ALEXANDRE FRANCISCO MARGARIDO LOURENÇO;SOCIO-GERENTE;4;22/12/1998
421375;00000000421375;INTERVIDA ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;AVENIDA SÃO JOÃO;313;14º ANDAR, SALA 05;REPÚBLICA;São Paulo;SP;1043000;11;39497264;;diretoria@intervidaadm.com.br;CAROLINA MACIEL MORAIS;SÓCIO ADMINISTRADOR;;11/09/2018
423424;00000000423424;IPRESB - INSTITUTO DE PREVENÇÃO EM SAÚDE BUCAL LTDA;IPRESB;Odontologia de Grupo;AV DAS NACOES UNIDAS;10989;ANDAR 2 CONJ 22 SALA 03;BROOKLIN PAULISTA;São Paulo;SP;4578900;11;41301880;;contato@ipresbodonto.com.br;JOSÉ HERMICESAR BRILHANTE PALMEIRA;sócio administrador;;16/11/2022
319422;00000000319422;IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA;FREI GALVÃO SAÚDE;Filantropia;AVENIDA ANTÔNIO OMETTO;675;;VILA CLAUDIA;Limeira;SP;13480470;19;34044300;34044300;patriciavinco@hospfreigalvao.com.br;FRANCISCO DE SALIS GACHET;REPRESENTANTE;5;23/12/1998
333875;00000000333875;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS;SANTA CASA DE MISERICÓRDIA DE PASSOS;Filantropia;RUA SANTA CASA;164;;CENTRO;Passos;MG;37904020;3;535291300;535291433;planodesaude@scpassos.org.br;VIVALDO SOARES NETO;PROVEDOR;5;22/12/1998
354562;00000000354562;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA;SANTA CASA SAÚDE;Filantropia;AVENIDA INDEPENDENCIA;953;;ALTO;Piracicaba;SP;13419155;19;34012008;34012001;diretorscs.ans@santacasasaudepiracicaba.com.br;JOÃO ORLANDO PAVÃO;VICE PROVEDOR;5;17/12/1998
347655;00000000347655;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO;;Filantropia;RUA 2;297;;SAÚDE;Rio Claro;SP;13500010;;;;plano@santacasaderioclaro.com.br;DANÚSIO ANTÔNIO DINIZ;PROVEDOR;5;29/12/1998
321320;00000000321320;IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI;IRM.DA STA.CASA DE MIS.E MAT. DONA ZILDA SALVAGNI;Filantropia;PRAÇA DR. JOSÉ FURIATTI;153;;CENTRO;Taquaritinga;SP;15900037;16;32539230;1632539230;operadora321320@santacasatq.com.br;VALDEMAR ANTONIO PERIA;PRESIDENTE EXECUTIVO;6;23/12/1998
329355;00000000329355;IRMANDADE DE MISERICORDIA DE PORTO FERREIRA;HOSPITAL DONA BALBINA;Filantropia;RUA DR. CARLINDO VALERIANI;337;;CENTRO;Porto Ferreira;SP;13660000;19;35895500;35812605;relacionamentos@hospitaldonabalbina.com.br;RUBENS BURIM FILHO;PROVEDOR;6;17/12/1998
333808;00000000333808;IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO;SISTEMA VIDA DE SAÚDE;Filantropia;RUA CARLOS KIELANDER;396;;CENTRO;Monte Alto;SP;15910000;16;32443244;32421138;contabil.stcasa@terra.com.br;ROBERTO AFONSO COLATRELI;PROVEDOR;5;21/12/1998
336831;00000000336831;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;SANTA CASA SAUDE;Filantropia;R. SANTOS DUMONT;555;;VILA OPERARIA;Maringá;PR;87050100;44;30335680;;contabilidade@santacasamaringa.com.br;CARLOS RAFAEL ROSÁRIO CARREGOSA;PRESIDENTE;5;22/12/1998
366234;00000000366234;ITAIPU BINACIONAL;ITAIPU BINACIONAL;Autogestão;AVENIDA PRESIDENTE TANCREDO NEVES;6731;ESCRITORIO CENTRAL;CENTRAL HIDRELÉTRICA DE ITAIPU;Foz do Iguaçu;PR;85866900;45;35205747;35205874;planodesaude@itaipu.gov.br;REGIANE REZENDE DE FREITAS;REPRESENTANTE ;1;21/12/1998
884;00000000000884;ITAUSEG SAÚDE S.A.;ITAUSEG SAÚDE;Seguradora Especializada em Saúde;PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA;100;5º ANDAR - PARTE;PARQUE JABAQUARA;São Paulo;SP;4344902;11;25873405;;itausegsaude@itau-unibanco.com.br;EDUARDO NOGUEIRA DOMEQUE;REPRESENTANTE LEGAL;1;27/07/2001
423211;00000000423211;J&L ADMINISTRADORA DE BENEFICIOS E SOL EM SAUDE LTDA;;Administradora de Benefícios;AV ANTONIO CARLOS MAGALHAES;3244;ED THOME DE SOUZA, SALA 614;CAMINHO DAS ARVORES;Salvador;BA;41820000;75;99738055;;saudemaisbg@gmail.com;LACIMY MOREIRA TEIXEIRA;SÓCIO ADMINISTRADOR;;11/05/2022
422029;00000000422029;KLINI PLANOS DE SAÚDE LTDA;KLINI;Medicina de Grupo;EST FRANCISCO DA CRUZ NUNES;5982;LOJA 204;PIRATININGA;Niterói;RJ;24350310;;;;diretoria@klinisaude.com.br;ALBA REGINA RIBEIRO DE SOUZA;PRESIDENTE;;18/12/2019
424323;00000000424323;LAGO SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;LAGO SAUDE;Administradora de Benefícios;ESTRADA DO TINDIBA;1630;;TAQUARA;Rio de Janeiro;RJ;22740362;21;999434833;;leonardo@unimedicasaude.com;RODRIGO BARBOSA VILHENA;SOCIO ADMINISTRADOR;;17/03/2025
419095;00000000419095;LANCERS ADMINISTRADORA DE BENEFÍCIOS DE SAÚDE LTDA.;;Administradora de Benefícios;RUA PASCHOAL BARDARO;2055;SALAS 02 E 03;JARDIM BOTANICO;Ribeirão Preto;SP;14021655;16;32342508;;viviane@lancers.com.br;VICTOR BITTENCOURT DE ARAUJO;Administrador;5;03/10/2013
424358;00000000424358;LD RODRIGUES LTDA;ODONTO MAIS;Odontologia de Grupo;AV BRASIL;860;SALA A;NOVA BRASÍLIA;Ji-Paraná;RO;76908354;69;992492049;;clinicaodontomaisro@gmail.com;LEIDE DAIANA RODRIGUES;SÓCIA DIRETORA;;31/03/2025
364592;00000000364592;LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.;NEW SAÚDE LEADER;Medicina de Grupo;RUA BAHIA;108;TORRE A - SALA 212 - CONDOMÍNIO ATIBAIA ;RECREIO ESTORIL;Atibaia;SP;12944060;11;44132003;44132003;administracao@newsaudeleader.com;TATIANA LIGIA TREMANTI;ADMINISTRADORA;6;04/02/1999
422339;00000000422339;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;LEVE SAUDE;Medicina de Grupo;Avenida Visconde do Rio Branco ;511;Sala 501 - parte ;Centro;Niterói;RJ;24020004;21;39524800;;faleconosco@levesaude.com.br;ULISSES DA SILVA;REPRESENTANTE;4;27/07/2020
418706;00000000418706;LEXUS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;RUA GERMANIA;830;;BONFIM;Campinas;SP;13070770;19;81468998;81468998;GUSTAVO@COOPUS.COM.BR;SAMANTA POLLI ANTONIO;SÓCIA;4;10/12/2012
418595;00000000418595;LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.;LIFE CLASS;Administradora de Benefícios;AV PROFESSOR CARVALHO PINTO;69;;CENTRO;Caieiras;SP;7700210;11;31225380;;patricio@lcadm.com.br;PATRÍCIO SANTIAGO MATURANA FARIAS;SÓCIO ADMINISTRADOR;2;08/10/2012
414492;00000000414492;LIFE EMPRESARIAL SAÚDE LTDA.;LIFE EMPRESARIAL SAÚDE;Medicina de Grupo;ALAMEDA DOS GUARAMOMIS;1176;TÉRREO, 1º, 2º E 3º ANDARES;PLANALTO PAULISTA;São Paulo;SP;4076012;11;35253600;32843267;lifeempresarial@lifeempresarial.com.br;EUNICE HARUE HIGUCHI;DIRETORA;4;15/01/2003
424731;00000000424731;LIFE PLANS ADMINISTRADORA DE BENEFICIOS LTDA ;LIFEPLANS  ;Administradora de Benefícios;AVENIDA BARÃO DE TATUI;741;SALA 6;JARDIM VERGUEIRO;Sorocaba;SP;18030000;15;34118501;;HENRIQUE@AMCONTADORES.COM.BR;MARCELO CIRINO ;SOCIO - ADMINISTRADOR;;10/11/2025
423688;00000000423688;LIFEMED ADMINISTRADORA DE BENEFICIOS LTDA;BRMED  ;Administradora de Benefícios;RUA RIO AMAPÁ;82;CJ VIERALVES;NOSSA SENHORA DAS GRAÇAS;Manaus;AM;69053150;;;;rlicariao@hotmail.com;RENOIR ROTERDA DANTAS DA SILVA SAMPAIO LICARIÃO;SOCIO ADMINISTRADOR;;04/09/2023
418536;00000000418536;LIKE DENTAL PLANOS ODONTOLÓGICOS SS LTDA;ON DENTAL PLANOS ODONTOLÓGICOS;Odontologia de Grupo;RUA XV DE NOVEMBRO ;1155;SALA 1002;CENTRO;Curitiba;PR;80060000;41;32771313;;financeiro@sallusadministradora.com.br;JÉSSICA CRISTINA TAVARES MELLA;REPRESENTANTE LEGAL;6;24/05/2012
379280;00000000379280;LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A;LIV SAÚDE;Medicina de Grupo;AVENIDA PAULISTA;1079;7º ANDAR;BELA VISTA;São Paulo;SP;1311200;;;;ans@livsaude.com.br;LEONARDO ROSÁRIO DE ALCÂNTARA;ADMINISTRADOR;5;06/01/1999
421685;00000000421685;LIVEN PRESTADORA DE SERVIÇOS LTDA;;Administradora de Benefícios;Rua Duque de Caxias ;302;601.0;Centro;Barra Mansa;RJ;27345010;24;999928674;;livenpds@gmail.com;TIAGO COMPASSO DE OLIVEIRA LIMA;Administrador;;30/04/2019
422479;00000000422479;LIVRI OPERADORA DE PLANO DE SAÚDE LTDA;LIVRI SAÚDE;Medicina de Grupo;Avenida Brigadeiro Luis Antônio;487;4 andar, Sala 41;Bela Vista ;São Paulo;SP;1132000;11;947204308;;livrisaude@gmail.com;SIMONE LUCIENNE REGIS LEMOS DE ANDRADE;Presidente ;5;30/12/2020
418374;00000000418374;LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;LUMINAR SAÚDE;Autogestão;SETOR DE HABITAÇÕES COLETIVAS GEMINADAS ;QUADRA 704/705;BLOCO C, LOJA 48;ASA NORTE;Brasília;DF;70730630;61;94028044;;negocios@luminarsaude.org.br;JORGE EDUARDO BRAGA NETO;PRESIDENTE;4;12/01/2012
412490;00000000412490;LÍDER COMÉRCIO E INDÚSTRIA LTDA.;PROGRAMA DE ASSISTÊNCIA MÉDICA LÍDER;Autogestão;RUA PARIQUIS;1056;;JURUNAS;Belém;PA;66033590;91;40081000;40081329;NEUZA@LIDERNET.COM.BR;NEUZA LOBATO RODRIGUES VIEIRA;DIRETOR;;23/10/2000
416835;00000000416835;MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA;D.VIP+;Odontologia de Grupo;RUA CAMPOS SALES;2217;;CENTRO;Mirassol;SP;15130013;17;32423479;32423479;marciodmaciel@hotmail.com;MÁRCIO DELMAR MACIEL  ;SÓCIO - ADMINISTRADOR;6;11/02/2009
349291;00000000349291;MAIS DENTAL PLANOS ODONTOLOGICOS LTDA;MAIS DENTAL.COM E + DENTAL.COM;Odontologia de Grupo;RUA DA ALFANDEGA;80;SALA 402;CENTRO;Rio de Janeiro;RJ;20070004;21;34619797;;maisdental@maisdental.com;FABIO BERNARDO CALAZANS SILVA;SÓCIO-ADMINISTRADOR;4;12/01/1999
419516;00000000419516;MAIS SAUDE S/A;;Medicina de Grupo;Escadaria Acyr Guimarães;25;;Centro;Vitória;ES;29015360;27;33204344;;bianca@eshoje.com.br;SAULO VON RONDON DE ALMEIDA;DIRETOR PRESIDENTE;5;22/09/2014
415065;00000000415065;MAIS SAÚDE PLANO DE SAÚDE LTDA;MAIS SAÚDE PLANO DE SAÚDE ;Medicina de Grupo;AVENIDA T-9;735;QD 87, LOTE 23, SALAS 1a4;SETOR BUENO;Goiânia;GO;74215025;62;31214600;;elias@maissaudeplano.com.br;ELIAS FRANCISCO DE OLIVEIRA;DIRETOR GERAL;6;06/12/2004
418048;00000000418048;MAIS VOCE ADMINISTRADORA DE BENEFICIOS LTDA;MAIS VOCE ADMINISTRADORA DE BENEFICIOS ;Administradora de Benefícios;Alameda  Campinas;457;8º  andar;Bairro  Jardim  Paulista;São Paulo;SP;1404100;61;32553000;32553030;jorge.vidote@evonsaude.com.br;JORGE VIDOTE ESLAVA;ADMINISTRADOR;4;05/05/2011
417564;00000000417564;MAPMA ADMINISTRADORA DE BENEFÍCIOS LTDA.;MAPMA;Administradora de Benefícios;RUA RODRIGO SILVA;26;SALA 1401;CENTRO;Rio de Janeiro;RJ;20011902;21;22164800;22164813;FINANCEIRO@MAPMA.COM.BR;MARCIO TELLES DE MENEZES DO PRADO MAIA;DIRETOR;4;21/09/2010
420964;00000000420964;MASTER HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA;MASTER HEALTH;Administradora de Benefícios;Praça Floriano ;51;19ª andar ;Centro;Rio de Janeiro;RJ;20031050;21;38048444;;diretoria@mhadm.com.br;MÁRCIO ÁLVARES DE ARAUJO;Diretor Administrativo-Fi;4;21/07/2017
329967;00000000329967;MATTOS ODONTOLOGIA LTDA;MATTOS ODONTOLOGIA LTDA;Odontologia de Grupo;RUA VICENTE DE PAULA LIMA;1036;;CENTRO;Serrana;SP;14150000;1;639873799;;seato@seato.com.br;CARLOS CESAR DE MATTOS;SOCIO-DIRETOR GERENTE;6;22/12/1998
416495;00000000416495;MATÃO CLINICAS & AMHMA SAÚDE LTDA;HSAÚDE;Medicina de Grupo;AV. SALDANHA DA GAMA;447;;CENTRO;Matão;SP;15990120;16;33839333;;hsaude@hsaude.net.br;CRISTINA MARRA MIOTTO BOY;DIRETORA ADMINISTRATIVO E FINANCEIRO;5;17/12/2007
424196;00000000424196;MAXIMED PLANOS DE SAUDE LTDA;MAXIMED SAUDE;Medicina de Grupo;RUA SETE DE SETEMBRO;55;SALA 1106;CENTRO;Rio de Janeiro;RJ;20050004;21;39235406;;RVIDAS93@GMAIL.COM;RENATO SILVEIRA MARTINS ;SOCIO - ADMINISTRADOR;;16/12/2024
417696;00000000417696;MAXMED ADMINISTRADORA DE BENEFICIOS LTDA;MAXMED;Administradora de Benefícios;RUA SANTA CRUZ;355;ANDAR SUPERIOR;CENTRO;Araras;SP;13600010;11;41184600;;contato@maxmed.com.br;JOSÉ ADILSON BONATTO;ADMINISTRADOR;6;03/12/2010
424064;00000000424064;MB PLANOS DE SAÚDE LTDA;MB PLANOS;Odontologia de Grupo;RUA PROFESSOR PLINIO GARCEZ DE SENA;7;SETOR B - SALA 203;MUSSURUNGA I;Salvador;BA;41490340;71;33211386;;financeiro@mbplanosodontologicos.com.br;MANOEL DUTRA DE ARAUJO FILHO;DIRETOR ADMINISTRATIVO E ;;13/05/2024
423611;00000000423611;MED CARE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;Avenida João Cabral de Melo Neto;850;bloco 2, sala 722;Barra da Tijuca;Rio de Janeiro;RJ;22775057;21;35531692;;thiago@unimedicasaude.com;GABRIELA NOBRE MEDEIROS PRIMO PEREIRA;SOCIA ADMINISTRADORA;;24/07/2023
419559;00000000419559;MED CORP SAÚDE CORPORATIVA LTDA - EPP;MED CORP SAÚDE CORPORATIVA;Administradora de Benefícios;AVENIDA PRESIDENTE VARGAS;309;PAVIMENTO 17;CENTRO;Rio de Janeiro;RJ;20040010;21;35532497;;MEDCORPSAUDE@MEDCORPSAUDE.COM.BR;NICOLAS MARTINS SALAME;SÓCIO-ADMINISTRADOR;4;06/10/2014
328537;00000000328537;MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.;MED-TOUR SAUDE;Medicina de Grupo;Rua Brás Cubas;83;;Vila Lanzara;Guarulhos;SP;7115030;11;49685126;;andre.casaro@medtoursaude.com.br;ROSA MARIA INBANHA POSSADA;SÓCIA;2;29/12/1998
422797;00000000422797;MEDCORP ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;AVENIDA TREZE DE MAIO ;33;BLOCO B, SALA 1214;CENTRO;Rio de Janeiro;RJ;20031920;21;35531692;;thiago@unimedicasaude.com;ANTONY RODRIGUES PEREIRA;SOCIO ADMINISTRADOR;;11/05/2021
419753;00000000419753;MEDGOLD ASSISTENCIA MEDICA LTDA - ME;GOLDMED;Medicina de Grupo;AVENIDA AFONSO PENA;867;SALAS 1401 A 1411;CENTRO;Belo Horizonte;MG;30130905;31;83186168;32440267;administrativo@medgoldsaude.com.br;YAMANI SIMIONI GONÇALVES DE OLIVEIRA;SÓCIA ADMINISTRADORA;4;07/05/2015
421367;00000000421367;MEDHEALTH PLANOS DE SAÚDE LTDA;MEDHEALTH;Medicina de Grupo;RUA EMILIANO PERNETA;297;SALA 211 - ANDAR 21 - COND. METROPOLITAN;CENTRO;Curitiba;PR;80010050;;;;diretoria@medhealth.com.br;RODRIGO MARCIAL LEDRA RIBEIRO;SÓCIO ADMINISTRADOR;4;01/11/2018
420859;00000000420859;MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A;MEDIATORIE ADMINISTRADORA;Administradora de Benefícios;RUA CONSTRUTOR SEBASTIÃO SOARES DE SOUZA;40;SALAS 1101 a 1104 e 1108 - ED. INFINITY;PRAIA DA COSTA;Vila Velha;ES;29101350;27;30940088;;ans@mediatorie.com.br;CASEMIRO ALVES RAMOS JUNIOR;Diretor Presidente;3;10/04/2017
411868;00000000411868;MEDIC GLOBAL PLANOS DE SAÚDE LTDA.;MEDIC GLOBAL PLANOS DE SAÚDE.;Medicina de Grupo;RUA ALCEBIADES WOLHERS;2;;JARDIM SÃO CRISTOVÃO ;Extrema;MG;37640000;35;34353114;34353114;medicglobal@medicglobal.com.br;SEBASTIÃO ANTONIO CAMARGO ROSSI;ADMINISTRADOR;6;04/08/2000
424331;00000000424331;MEDICAL LIFE PLANOS DE SAÚDE LTDA;MEDICAL LIFE PLANOS DE SAUDE;Medicina de Grupo;AV MANOEL DIAS DA SILVA;737;EDIF MULTI 1 ANDAR SALA 2B;PITUBA;Salvador;BA;41830000;71;991084561;;flaviofreitas83@gmail.com;FLÁVIO FREITAS DE OLIVEIRA;Sócio administrador;;17/03/2025
333689;00000000333689;MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.;MEDISERVICE;Medicina de Grupo;Avenida Paulista;1.450;5º Andar, Torre Paulista, Parte;Bela Vista;São Paulo;SP;1310917;21;25031076;25031329;atendimento.ans@mediservice.com.br;FLÁVIO BITTER ;DIRETOR GERENTE;4;22/12/1998
424099;00000000424099;MEDSAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefícios;RUA SENADOR DANTAS;117;SALA 1219;CENTRO;Rio de Janeiro;RJ;20031911;21;9601788598;;thiago@unimedicasaude.com;ALEXANDRE RODRIGUES DA SILVA;ADMINISTRADOR;;27/05/2024
421391;00000000421391;MEGA ADMINISTRADORA DE BENEFÍCIOS LTDA;MEGA ADMINISTRADORA;Administradora de Benefícios;RUA CLÁUDIO SOARES;72;14º ANDAR, CONJUNTO 1417;PINHEIROS;São Paulo;SP;5422030;11;47654007;;osvaldo@saudemega.com.br;VALDEA TEIXEIRA DA SILVA;SÓCIA-ADMINISTRADORA;6;11/09/2018
424307;00000000424307;MERIDIAN ADMINISTRADORA DE BENEFÍCIOS LTDA;MERIDIAN ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;Rua João Pessoa de Matos;330;Sala 504;Praia da Costa;Vila Velha;ES;29101115;27;30224300;;wesley@meridian.adm.br;WESLEY BORGES FERNANDES;ADMINISTRADOR;;27/01/2025
406481;00000000406481;METLIFE PLANOS ODONTOLÓGICOS LTDA.;;Odontologia de Grupo;RUA FLÓRIDA;1595;14º ANDAR, PARTE;BROOKLIN NOVO ;São Paulo;SP;4565001;11;41228600;40818660;regulatorio@metlife.com;KARINA MONTANARO DESENZI;DIRETORA EXECUTIVA;4;19/07/1999
380661;00000000380661;METRUS INSTITUTO DE SEGURIDADE SOCIAL;METRUS INSTITUTO DE SEGURIDADE SOCIAL;Autogestão;ALAMEDA SANTOS;1827;17º ANDAR;CERQUEIRA CESAR;São Paulo;SP;1419002;11;33713410;32894188;jur@metrus.org.br;ALEXANDRA LEONELLO GRANADO;DIRETORA PRESIDENTE;4;24/12/1998
424757;00000000424757;METTA ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;ESTRADA FRANCISCO DA CRUZ NUNES;5982;SALA 204;PIRATININGA;Niterói;RJ;24350310;21;9601788598;;thiago@unimedicasaude.com;JOÃO DE FIGUEIREDO PEREIRA CURADO;ADMINISTRADOR;;15/12/2025
412015;00000000412015;MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA;MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA;Medicina de Grupo;RUA AUGUSTO DE VASCONCELLOS;544;LOJA 148;CAMPO GRANDE;Rio de Janeiro;RJ;23050340;21;34059452;34059475;ouvidoria@mhvida.com.br;MARCOS HEBER LIMA     ;SÓCIO ADMINISTRADOR;4;25/08/2000
